symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
CYP1B1-AS1,MGC34824;C2orf58,2p22.2,HSALNG0014289,"HSALNT0030190,HSALNT0030191,HSALNT0030192,HSALNT0030195,HSALNT0030196,HSALNT0030198,HSALNT0030199,HSALNT0030201,HSALNT0030207,HSALNT0030208,HSALNT0030209,HSALNT0030210,HSALNT0030211,HSALNT0030213,HSALNT0030215,HSALNT0030216,HSALNT0030218,HSALNT0030220,HSALNT0030222,HSALNT0030224,HSALNT0030225,HSALNT0030227,HSALNT0030229,HSALNT0030231,HSALNT0030233,HSALNT0030235,HSALNT0030237,HSALNT0030239,HSALNT0030241,HSALNT0030242,HSALNT0030245,HSALNT0030246,HSALNT0030249,HSALNT0030250,HSALNT0030251,HSALNT0030253,HSALNT0030255,HSALNT0030257,HSALNT0030259,HSALNT0030261,HSALNT0030262,HSALNT0030279,HSALNT0030284,HSALNT0301780,HSALNT0301781,HSALNT0301782,HSALNT0301783,HSALNT0301784,HSALNT0301785,HSALNT0301786,HSALNT0301787,HSALNT0301788,HSALNT0301789,HSALNT0301790,HSALNT0301791,HSALNT0301794,HSALNT0301795,HSALNT0301796,HSALNT0301802,HSALNT0301803,HSALNT0301813",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg10481134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
DSCR4,DCRB,21q22.13,HSALNG0147182,"HSALNT0404090,HSALNT0404091,HSALNT0404092,HSALNT0404093",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg13538551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
DSCR8,MTAG2;CT25.1a;CT25.1b;MMA-1a;MMA-1b;C21orf65,21q22.13,HSALNG0133055,"HSALNT0273457,HSALNT0273458,HSALNT0273459,HSALNT0273460,HSALNT0273461,HSALNT0273462,HSALNT0273481,HSALNT0273483,HSALNT0273486,HSALNT0289479,HSALNT0404094,HSALNT0404095,HSALNT0404096,HSALNT0404097,HSALNT0404098,HSALNT0404099,HSALNT0404100,HSALNT0404101,HSALNT0404102,HSALNT0404103,HSALNT0404104,HSALNT0404105,HSALNT0404106,HSALNT0404107",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg13538551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
FAM167A-AS1,C8orf12,8p23.1,HSALNG0063438,"HSALNT0133074,HSALNT0133077,HSALNT0133079,HSALNT0345224,HSALNT0345225,HSALNT0345226",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg05445291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
GAS5,SNHG2;NCRNA00030,1q25.1,HSALNG0008545,"HSALNT0017659,HSALNT0017660,HSALNT0017661,HSALNT0017663,HSALNT0017666,HSALNT0017667,HSALNT0017670,HSALNT0017671,HSALNT0017679,HSALNT0017696,HSALNT0017697,HSALNT0017700,HSALNT0017701,HSALNT0017702,HSALNT0017703,HSALNT0017704,HSALNT0017705,HSALNT0017706,HSALNT0017716,HSALNT0017717,HSALNT0017719,HSALNT0017720,HSALNT0017721,HSALNT0017722,HSALNT0017723,HSALNT0017724,HSALNT0017725,HSALNT0017726,HSALNT0017728,HSALNT0017732,HSALNT0017737,HSALNT0017738,HSALNT0017739,HSALNT0017740,HSALNT0017744,HSALNT0017748,HSALNT0017749,HSALNT0017751,HSALNT0017753,HSALNT0017757,HSALNT0017760,HSALNT0017768,HSALNT0017773,HSALNT0017776,HSALNT0017777,HSALNT0296610,HSALNT0296611,HSALNT0296612,HSALNT0296613,HSALNT0296614,HSALNT0296615,HSALNT0296616,HSALNT0296617,HSALNT0296619,HSALNT0296620,HSALNT0296621,HSALNT0296622,HSALNT0296623,HSALNT0296624,HSALNT0296625,HSALNT0296626,HSALNT0296627,HSALNT0296628,HSALNT0296629,HSALNT0296630,HSALNT0296631,HSALNT0296632,HSALNT0296633,HSALNT0296634,HSALNT0296635,HSALNT0296636,HSALNT0296637,HSALNT0296638,HSALNT0296639,HSALNT0296640,HSALNT0296641,HSALNT0296642,HSALNT0296643,HSALNT0296644,HSALNT0296645,HSALNT0296646",,NA,,Disease,atherosclerosis,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,PCG,PDCD4,NA,Promote,Q-RCR;Wetern blotting assay;Luciferase reporter assay,NA,Evading apoptosis;Cancer proliferation;Apoptosis;Insensitivity to antigrowth signals,NA,ceRNA,NA,NA,"Association between the deletion allele of ins/del polymorphism (rs145204276) in the promoter region of gas5 with the risk of atherosclerosis.Gas5 directly targets mir-21 and functions as a competing endogenous rna to suppress mir-21 expression.Gas5 positively regulated pdcd4 expression via inhibiting mir-21 expression.In summary,rs145204276 was associated with the risk of atherosclerosis by affecting the proliferation and apoptosis of endothelial cells via regulating the gas5/mir-21/pdcd4 signaling pathway.",30205366
GAS5,SNHG2;NCRNA00030,1q25.1,HSALNG0008545,"HSALNT0017659,HSALNT0017660,HSALNT0017661,HSALNT0017663,HSALNT0017666,HSALNT0017667,HSALNT0017670,HSALNT0017671,HSALNT0017679,HSALNT0017696,HSALNT0017697,HSALNT0017700,HSALNT0017701,HSALNT0017702,HSALNT0017703,HSALNT0017704,HSALNT0017705,HSALNT0017706,HSALNT0017716,HSALNT0017717,HSALNT0017719,HSALNT0017720,HSALNT0017721,HSALNT0017722,HSALNT0017723,HSALNT0017724,HSALNT0017725,HSALNT0017726,HSALNT0017728,HSALNT0017732,HSALNT0017737,HSALNT0017738,HSALNT0017739,HSALNT0017740,HSALNT0017744,HSALNT0017748,HSALNT0017749,HSALNT0017751,HSALNT0017753,HSALNT0017757,HSALNT0017760,HSALNT0017768,HSALNT0017773,HSALNT0017776,HSALNT0017777,HSALNT0296610,HSALNT0296611,HSALNT0296612,HSALNT0296613,HSALNT0296614,HSALNT0296615,HSALNT0296616,HSALNT0296617,HSALNT0296619,HSALNT0296620,HSALNT0296621,HSALNT0296622,HSALNT0296623,HSALNT0296624,HSALNT0296625,HSALNT0296626,HSALNT0296627,HSALNT0296628,HSALNT0296629,HSALNT0296630,HSALNT0296631,HSALNT0296632,HSALNT0296633,HSALNT0296634,HSALNT0296635,HSALNT0296636,HSALNT0296637,HSALNT0296638,HSALNT0296639,HSALNT0296640,HSALNT0296641,HSALNT0296642,HSALNT0296643,HSALNT0296644,HSALNT0296645,HSALNT0296646",,NA,,Disease,atherosclerosis,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-26a,RNA-RNA,NA,Rip;QRT-PCR;Luciferase reporter assay;Rna pull-down assay,NA,Autophagy;Evading apoptosis;Apoptosis,NA,ceRNA,NA,NA,"Knockdown of growth-arrest specific transcript 5 restores oxidized low-density lipoprotein-induced impaired autophagy flux via upregulating mir-26a in human endothelial cells.We further demonstrated that gas5 directly bound to mir-26a in haecs.Gas5 knockdown inhibited cell apoptosis and activated autophagy flux,whereas inhibition of mir-26a reversed the effect of gas5 in haecs.",30468731
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,CPG methylation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microarray,NA,NA,NA,NA,NA,NA,The most pronounced differences of atherosclerotic plaques in dna methylation levels were registered for a site which is located in cpg-island of imprinted gene h19.,21954592
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,atherosclerosis,Blood,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,NA,NA,NA,NA,QRT-PCR;Wetern blotting assay,NA,NA,NA,NA,NA,NA,"Compared with the normal healthy people,the expression of h19 was higher in patients with atherosclerosis.",28165553
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,atherosclerosis,Blood;Raw264.7,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-130b,RNA-RNA,NA,Q-RCR;Wetern blotting assay;Luciferase reporter assay,NA,Inflammatory response;Adipogenesis,NA,ceRNA,NA,NA,LncRNA h19 abolished the facilitating effect of mir-130b inhibitor on adipogenesis and inflammation response by up-regulating the expression of mir-130b.Silencing of h19 inhibits the adipogenesis and inflammation response in ox-ldl-treated raw264.7 cells by up-regulating mir-130b.The adding of lncRNA h19 abolished the facilitating effect of mir-130b inhibitor on adipogenesis and inflammation response by up-regulating the expression of mir-130b.The bioinformatic analysisshowed that there existed complementary site of mir-130b in h19 rNA.,29172088
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,atherosclerosis,Muscle,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,PCG;NA,WNT1;miR-148b,NA;NA,promote;NA,Rip;Q-RCR;Luciferase reporter assay,NA,Evading apoptosis;Cancer proliferation;Apoptosis;Insensitivity to antigrowth signals,NA,ceRNA,NA,NA,"H19 knockdown suppresses proliferation and induces apoptosis by regulating mir-148b/wnt/beta-catenin in ox-ldl-stimulated vascular smooth muscle cells.H19 inhibited mir-148b expression by direct interaction.Further mechanical explorations showed that wnt1 was a target of mir-148b and h19 acted as a competing endogenous rna (cerna) of mir-148b to enhance wnt1 expression.H19 facilitated proliferation and inhibited apoptosis through modulating wnt/beta-catenin signaling pathway via mir-148b in ox-ldl-stimulated ha-vsmcs,implicating the potential values of h19 in as therapy.H19 knockdown suppressed proliferation and promoted apoptosis in ha-vsmcs following the treatment of ox-ldl.H19 inhibited mir-148b expression by direct interaction.",29415742
HAND2-AS1,DEIN;FLJ11539;NBLA00301,4q34.1,HSALNG0146997,,,NA,,Disease,Atherosclerosis,NA,NA,NA,NA,NA,RNA,Down-regulated,NA,NA,NA,NA,miRNA,miR-1028,RNA-RNA,Inhibit,RNA pull-down assay,NA,NA,NA,ceRNA,NA,NA,,34780888
HELLPAR,LINC-HELLP,12q23.2,,,,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg04004561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
HOTAIR,HOXC-AS4;HOXC11-AS1;NCRNA00072,12q13.13,HSALNG0091318,"HSALNT0189446,HSALNT0189447,HSALNT0189448,HSALNT0289004,HSALNT0368392,HSALNT0368393,HSALNT0368394,HSALNT0368395,HSALNT0368396,HSALNT0368397,HSALNT0368398,HSALNT0368399,HSALNT0368400,HSALNT0368401,HSALNT0368402,HSALNT0368403,HSALNT0368404,HSALNT0368405",,NA,,Disease,atherosclerosis,NA,NA,NA,NA,NA,RNA,Up-regulated,PCG,TSLP,Protein-DNA,Promote,NA,NA,NA,NA,Chip;Q-RCR;Wetern blotting assay,NA,Insensitivity to antigrowth signals;Migration;Invasion;Metastasis;Cancer proliferation,NA,Transcriptional regulation,NA,NA,"Thymic stromal lymphopoietin-induced hotair activation promotes endothelial cell proliferation and migration in atherosclerosis.Tslp activated hotair transcription through pi3k/akt-irf1 pathway and then regulates the ec proliferation and migration.Tslp-hotair axis also plays a protective role in low-density lipoprotein (ox-ldl)-induced ec injury.Taken together,tslp-hotair may be a potential therapy for ec dysfunction in atherosclerosis.",28615347
HOTAIR,HOXC-AS4;HOXC11-AS1;NCRNA00072,12q13.13,HSALNG0091318,"HSALNT0189446,HSALNT0189447,HSALNT0189448,HSALNT0289004,HSALNT0368392,HSALNT0368393,HSALNT0368394,HSALNT0368395,HSALNT0368396,HSALNT0368397,HSALNT0368398,HSALNT0368399,HSALNT0368400,HSALNT0368401,HSALNT0368402,HSALNT0368403,HSALNT0368404,HSALNT0368405",,NA,,Disease,atherosclerosis,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-330-5p,RNA-RNA,NA,Rip;Q-RCR;Luciferase reporter assay,NA,Inflammatory response,NA,ceRNA,NA,NA,"Silence of long intergenic noncoding rna hotair ameliorates oxidative stress and inflammation response in ox-ldl-treated human macrophages by upregulating mir-330-5p.By carrying out bioinformatics analysis,mir-330-5p was predicted as a target of hotair and the correlation between them was validated in our current study.",30187491
HOTTIP,HOXA-AS6;RP1-170O19.3;HOXA13-AS1;NCRNA00213,7p15.2,HSALNG0056871,"HSALNT0120381,HSALNT0120382,HSALNT0120383,HSALNT0120385,HSALNT0120386,HSALNT0120387,HSALNT0120388,HSALNT0120390,HSALNT0120392,HSALNT0120397,HSALNT0339947,HSALNT0339948,HSALNT0339949,HSALNT0339950,HSALNT0339951,HSALNT0339952,HSALNT0339953,HSALNT0339954,HSALNT0339955,HSALNT0339956,HSALNT0339957",,NA,,Disease,atherosclerosis,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,PCG;PCG;TF,CCND1;PCNA;MYC,NA;NA;NA,promote;promote;promote,RNAi;Q-RCR,NA,Insensitivity to antigrowth signals;Migration;Invasion;Metastasis;Cancer proliferation,Wnt/β-catenin signaling pathway,NA,NA,NA,"Long noncoding rna hottip promotes endothelial cell proliferation and migration via activation of the wnt/beta-catenin pathway.Ectopic expression of hottip promoted endothelial cell proliferation and also increased the expression of proliferating makers cyclin d1 and pcnamoreover,elevated expression of hottip promoted endothelial cell migration.Downregulation expression of hottip suppressed endothelial cell proliferation and migration.Wedetermined that overexpression of hottip induced beta-catenin expression and enhanced the downstream protein c-myc expression in the endothelial cell.Ectopic expression of hottip increased endothelial cell proliferation and migration via activation of the wnt/beta-catenin pathway.",29058802
HOXA-AS2,HOXA3as,7p15.2,HSALNG0056854,"HSALNT0120328,HSALNT0120329,HSALNT0120330,HSALNT0120332,HSALNT0120334,HSALNT0120335,HSALNT0120337,HSALNT0120338,HSALNT0120340,HSALNT0120343,HSALNT0120344,HSALNT0120345,HSALNT0120347,HSALNT0120350,HSALNT0120351,HSALNT0339890,HSALNT0339891,HSALNT0339892,HSALNT0339893,HSALNT0339894,HSALNT0339895,HSALNT0339896,HSALNT0339897,HSALNT0339898,HSALNT0339899,HSALNT0339900,HSALNT0339901,HSALNT0339902,HSALNT0339903,HSALNT0339904,HSALNT0339905,HSALNT0339906,HSALNT0339907,HSALNT0339908,HSALNT0339909,HSALNT0339910,HSALNT0339911,HSALNT0339915",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg09591524;cg00899400;cg21134232;cg02439266;cg26297005;cg02627455;cg17800708;cg01027532;cg18430152;cg19817912;cg00431187;cg09798023;cg04778178;cg19999161;cg21556281;cg09469665;cg00318947;cg12305431;cg14216068;cg19048532;cg07153966;cg04351734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
HOXA-AS3,HOXA6as,7p15.2,HSALNG0056858,"HSALNT0120349,HSALNT0120352,HSALNT0120353,HSALNT0120357,HSALNT0120359,HSALNT0289449,HSALNT0339916,HSALNT0339917,HSALNT0339918,HSALNT0339920,HSALNT0339921,HSALNT0339922",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg00903308;cg01414882;cg19816811;cg23590202;cg02919960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
HOXA-AS3,HOXA6as,7p15.2,HSALNG0056858,"HSALNT0120349,HSALNT0120352,HSALNT0120353,HSALNT0120357,HSALNT0120359,HSALNT0289449,HSALNT0339916,HSALNT0339917,HSALNT0339918,HSALNT0339920,HSALNT0339921,HSALNT0339922",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg19183743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29436575
HOXA10-AS,HOXA-AS4,7p15.2,HSALNG0056863,"HSALNT0120363,HSALNT0120364,HSALNT0120365,HSALNT0120366,HSALNT0339923,HSALNT0339924,HSALNT0339925,HSALNT0339926,HSALNT0339927,HSALNT0339928,HSALNT0339929,HSALNT0339930",,NA,,Disease,atherosclerosis,NA,NA,NA,DNA methylation,cg02886033;cg01819512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25091541
