symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
CCDC26,MGC27434;RAM,8q24.21,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg25760227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
CD27-AS1,,12p13.31,HSALNG0088857,"HSALNT0184792,HSALNT0184794,HSALNT0184795,HSALNT0184796,HSALNT0184797,HSALNT0184798,HSALNT0184799,HSALNT0184800,HSALNT0184801,HSALNT0184802,HSALNT0184803,HSALNT0184804,HSALNT0184805,HSALNT0184806,HSALNT0184807,HSALNT0184808,HSALNT0184809,HSALNT0184810,HSALNT0184811,HSALNT0184812,HSALNT0184813,HSALNT0184814,HSALNT0184815,HSALNT0184816,HSALNT0184817,HSALNT0184818,HSALNT0184819,HSALNT0184820,HSALNT0184821,HSALNT0184822,HSALNT0184823,HSALNT0184824,HSALNT0184825,HSALNT0184826,HSALNT0184827,HSALNT0184828,HSALNT0184829,HSALNT0184830,HSALNT0184831,HSALNT0184836,HSALNT0184837,HSALNT0184838,HSALNT0184839,HSALNT0184841,HSALNT0184843,HSALNT0184845,HSALNT0184846,HSALNT0184848,HSALNT0184849,HSALNT0184850,HSALNT0184853,HSALNT0184854,HSALNT0366409,HSALNT0366410,HSALNT0366411,HSALNT0366412,HSALNT0366413,HSALNT0366414,HSALNT0366415,HSALNT0366416,HSALNT0366417,HSALNT0366418,HSALNT0366419,HSALNT0366420,HSALNT0366421,HSALNT0366422,HSALNT0366423,HSALNT0366424,HSALNT0366425,HSALNT0366426,HSALNT0366427,HSALNT0366428,HSALNT0366429,HSALNT0366430,HSALNT0366431",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg22036538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
CLRN1-AS1,UCRP;CLRN1OS,3q25.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg24721964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
CYP1B1-AS1,MGC34824;C2orf58,2p22.2,HSALNG0014289,"HSALNT0030190,HSALNT0030191,HSALNT0030192,HSALNT0030195,HSALNT0030196,HSALNT0030198,HSALNT0030199,HSALNT0030201,HSALNT0030207,HSALNT0030208,HSALNT0030209,HSALNT0030210,HSALNT0030211,HSALNT0030213,HSALNT0030215,HSALNT0030216,HSALNT0030218,HSALNT0030220,HSALNT0030222,HSALNT0030224,HSALNT0030225,HSALNT0030227,HSALNT0030229,HSALNT0030231,HSALNT0030233,HSALNT0030235,HSALNT0030237,HSALNT0030239,HSALNT0030241,HSALNT0030242,HSALNT0030245,HSALNT0030246,HSALNT0030249,HSALNT0030250,HSALNT0030251,HSALNT0030253,HSALNT0030255,HSALNT0030257,HSALNT0030259,HSALNT0030261,HSALNT0030262,HSALNT0030279,HSALNT0030284,HSALNT0301780,HSALNT0301781,HSALNT0301782,HSALNT0301783,HSALNT0301784,HSALNT0301785,HSALNT0301786,HSALNT0301787,HSALNT0301788,HSALNT0301789,HSALNT0301790,HSALNT0301791,HSALNT0301794,HSALNT0301795,HSALNT0301796,HSALNT0301802,HSALNT0301803,HSALNT0301813",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg27141474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
CYTOR,MGC4677;C2orf59;NCRNA00152;LINC00152,2p11.2,HSALNG0016642,"HSALNT0035264,HSALNT0035265,HSALNT0035268,HSALNT0035271,HSALNT0035275,HSALNT0035276,HSALNT0035278,HSALNT0035281,HSALNT0035288,HSALNT0035289,HSALNT0035291,HSALNT0035292,HSALNT0035297,HSALNT0035299,HSALNT0035303,HSALNT0035305,HSALNT0035306,HSALNT0289021,HSALNT0304076,HSALNT0304077,HSALNT0304078,HSALNT0304079,HSALNT0304080,HSALNT0304081,HSALNT0304082,HSALNT0304083,HSALNT0304084,HSALNT0304085,HSALNT0304086,HSALNT0304087,HSALNT0304088,HSALNT0304089,HSALNT0304090,HSALNT0304091,HSALNT0304092,HSALNT0304093,HSALNT0304094,HSALNT0304095,HSALNT0304096,HSALNT0304097,HSALNT0304098,HSALNT0304099,HSALNT0304100,HSALNT0304101,HSALNT0304102,HSALNT0304103,HSALNT0304104,HSALNT0304105,HSALNT0304106,HSALNT0304107,HSALNT0304108,HSALNT0304109,HSALNT0304110,HSALNT0304111,HSALNT0304112,HSALNT0304113,HSALNT0304114,HSALNT0304115,HSALNT0304116",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg23230929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DDIT4-AS1,RP11-442H21.2,10q22.1,HSALNG0078773,"HSALNT0164225,HSALNT0358408",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg04858631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DHRS4-AS1,PRO1488;AS1DHRS4;C14orf167,14q11.2,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg01878807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DIRC3,FLJ14199,2q35,HSALNG0022192,"HSALNT0047175,HSALNT0047176,HSALNT0308966,HSALNT0308967,HSALNT0308968,HSALNT0308969,HSALNT0308970,HSALNT0308971,HSALNT0308972,HSALNT0308973,HSALNT0308974,HSALNT0308975,HSALNT0308977,HSALNT0308978,HSALNT0308979,HSALNT0308980,HSALNT0308981,HSALNT0308982,HSALNT0308983",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg17316747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DLEU1,LEU1;XTP6;NCRNA00021;LINC00021;BCMS1;DLB1;BCMS,13q14.2-q14.3,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg05191839;cg01752594;cg27478863;cg13212435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DLEU2,LEU2;TRIM13OS;NCRNA00022;LINC00022;MIR15AHG;DLB2;BCMSUN;RFP2OS,13q14.2,HSALNG0097094,"HSALNT0201676,HSALNT0201677,HSALNT0201680,HSALNT0201681,HSALNT0201683,HSALNT0201687,HSALNT0201690,HSALNT0201691,HSALNT0201694,HSALNT0201697,HSALNT0201701,HSALNT0201703,HSALNT0201704,HSALNT0201705,HSALNT0201707,HSALNT0201708,HSALNT0201710,HSALNT0201712,HSALNT0201714,HSALNT0201715,HSALNT0201719,HSALNT0201720,HSALNT0201724,HSALNT0201727,HSALNT0201728,HSALNT0201729,HSALNT0201731,HSALNT0201733,HSALNT0201736,HSALNT0201738,HSALNT0201742,HSALNT0201744,HSALNT0373348,HSALNT0373349,HSALNT0373350,HSALNT0373351,HSALNT0373352,HSALNT0373353,HSALNT0373354,HSALNT0373355,HSALNT0373356,HSALNT0373357,HSALNT0373358,HSALNT0373359,HSALNT0373360,HSALNT0373361,HSALNT0373362,HSALNT0373363,HSALNT0373364,HSALNT0373365,HSALNT0373366,HSALNT0373367,HSALNT0373368,HSALNT0373369,HSALNT0373370",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg09145126;cg18546006;cg01752594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
DRAIC,,15q23,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg16125725;cg18477949;cg01176433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
EGFLAM-AS1,lncRNA-LOWEG;CTD-2108O9.1,5p13.1,HSALNG0041277,"HSALNT0086788,HSALNT0326112",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg10578782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
FAM201A,C9orf122,9p13.1,HSALNG0071146,"HSALNT0148872,HSALNT0148873,HSALNT0288968,HSALNT0351923,HSALNT0351924,HSALNT0351925,HSALNT0351926,HSALNT0351927,HSALNT0351928,HSALNT0351929,HSALNT0351930,HSALNT0351931",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg14054620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
FBXL19-AS1,MGC125469;MGC125470;MGC125472;NCRNA00095,16p11.2,HSALNG0110794,"HSALNT0289473,HSALNT0385362,HSALNT0385363",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg10421029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
FOXD2-AS1,MGC12982,1p33,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg09277376;cg22438763;cg08638320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
FOXD2-AS1,MGC12982,1p33,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg25880954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30301579
GARS1-DT,AC005154.6;AC005154.1;GARS-DT,7p14.3,HSALNG0056996,"HSALNT0120676,HSALNT0120694,HSALNT0120699,HSALNT0120701,HSALNT0120702,HSALNT0120703,HSALNT0120704,HSALNT0120705,HSALNT0120707,HSALNT0120708,HSALNT0120709,HSALNT0120710,HSALNT0120711,HSALNT0120712,HSALNT0120713,HSALNT0120714,HSALNT0120716,HSALNT0120717,HSALNT0120718,HSALNT0120721,HSALNT0120725,HSALNT0120726,HSALNT0120727,HSALNT0120728,HSALNT0120729,HSALNT0120730,HSALNT0120731,HSALNT0120733,HSALNT0120734,HSALNT0120736,HSALNT0120740,HSALNT0120748,HSALNT0120749,HSALNT0120750,HSALNT0120751,HSALNT0120753,HSALNT0120754,HSALNT0120755,HSALNT0120756,HSALNT0120757,HSALNT0120759,HSALNT0120760,HSALNT0120761,HSALNT0120762,HSALNT0340083,HSALNT0340084,HSALNT0340085,HSALNT0340086,HSALNT0340087,HSALNT0340088,HSALNT0340089,HSALNT0340090,HSALNT0340091,HSALNT0340092,HSALNT0340093,HSALNT0340094,HSALNT0340095,HSALNT0340096,HSALNT0340097,HSALNT0340098,HSALNT0340099,HSALNT0340100,HSALNT0340101,HSALNT0340102,HSALNT0340103,HSALNT0340104,HSALNT0340105,HSALNT0340106,HSALNT0340107,HSALNT0340108,HSALNT0340109,HSALNT0340110,HSALNT0340111,HSALNT0340112,HSALNT0340113,HSALNT0340114,HSALNT0340120,HSALNT0340121,HSALNT0340122,HSALNT0340123,HSALNT0340124,HSALNT0340125,HSALNT0340126,HSALNT0340127,HSALNT0340128,HSALNT0340129,HSALNT0340130,HSALNT0340131,HSALNT0340132,HSALNT0340133,HSALNT0340134,HSALNT0340135",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg27107685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
GHRLOS,NCRNA00068;GHRL-AS1,3p25.3,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg03920999;cg04924511;cg14992144;cg23513930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
GNAS-AS1,SANG;NESP-AS;NESPAS;GNAS1AS;NCRNA00075;GNASAS;GNAS-AS,20q13.32,HSALNG0131285,"HSALNT0269782,HSALNT0269783,HSALNT0269785,HSALNT0269786,HSALNT0269787,HSALNT0269788,HSALNT0269789,HSALNT0269790,HSALNT0269791,HSALNT0269792,HSALNT0402088,HSALNT0402089,HSALNT0402090",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg03030267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
GRPEL2-AS1,RP11-394O4.4,5q32,HSALNG0045748,"HSALNT0096051,HSALNT0330160",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg07598021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
GSEC,DCPS-AS1;FLJ39051;ST3GAL4-AS1,11q24.2,HSALNG0088026,"HSALNT0182962,HSALNT0182963,HSALNT0182964,HSALNT0182966,HSALNT0288993",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg19008371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCG17,NCRNA00046;LINC00046,6p22.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg26193268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCG18,FLJ31598;FLJ25550;Em:AB014087.1,6p22.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg26193268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCG21,AB023048.2;NCRNA00150,6p21,HSALNG0049215,"HSALNT0104144,HSALNT0104145,HSALNT0104146,HSALNT0104147,HSALNT0104148,HSALNT0104149,HSALNT0104150,HSALNT0104151,HSALNT0104152,HSALNT0104153,HSALNT0333673,HSALNT0333674",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg08827454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCG23,dJ1077I5.3,6p21.32,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg00874877;cg10818896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
