symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
BDNF-AS,BT2A;BT2B;BT2C;BT2D;NCRNA00049;BDNF-AS1;BDNFAS;BDNFOS,11p14.1,HSALNG0083301,"HSALNT0173292,HSALNT0173303,HSALNT0173304,HSALNT0173305,HSALNT0173306,HSALNT0173307,HSALNT0173308,HSALNT0173309,HSALNT0173311,HSALNT0173312,HSALNT0173313,HSALNT0173314,HSALNT0173315,HSALNT0173318,HSALNT0173319,HSALNT0173320,HSALNT0173321,HSALNT0173322,HSALNT0173323,HSALNT0173324,HSALNT0173335,HSALNT0173336,HSALNT0173339,HSALNT0173343,HSALNT0173344,HSALNT0173347,HSALNT0173348,HSALNT0173349,HSALNT0173351,HSALNT0173352,HSALNT0173353,HSALNT0173354,HSALNT0173355,HSALNT0173356,HSALNT0173357,HSALNT0173358,HSALNT0173360,HSALNT0173361,HSALNT0173362,HSALNT0173363,HSALNT0173364,HSALNT0173365,HSALNT0173367,HSALNT0173370,HSALNT0173377,HSALNT0173379,HSALNT0173397,HSALNT0173405,HSALNT0173406,HSALNT0173409,HSALNT0288893,HSALNT0361904,HSALNT0361905,HSALNT0361906,HSALNT0361907,HSALNT0361908,HSALNT0361909,HSALNT0361910,HSALNT0361911,HSALNT0361912,HSALNT0361913,HSALNT0361914,HSALNT0361915,HSALNT0361916,HSALNT0361917,HSALNT0361918,HSALNT0361919,HSALNT0361920,HSALNT0361921,HSALNT0361922,HSALNT0361923,HSALNT0361924,HSALNT0361925,HSALNT0361926,HSALNT0361927,HSALNT0361928,HSALNT0361929,HSALNT0361930,HSALNT0361931,HSALNT0361932,HSALNT0361933,HSALNT0361934,HSALNT0361935,HSALNT0361936,HSALNT0361937,HSALNT0361938,HSALNT0361939,HSALNT0361940,HSALNT0361941,HSALNT0361942,HSALNT0361943,HSALNT0361944,HSALNT0361945,HSALNT0361946,HSALNT0361947,HSALNT0361948,HSALNT0361949,HSALNT0361950,HSALNT0361951,HSALNT0361952,HSALNT0361953,HSALNT0361954,HSALNT0361955,HSALNT0361956,HSALNT0361957,HSALNT0361958,HSALNT0361959,HSALNT0361960,HSALNT0361961,HSALNT0361962,HSALNT0361963,HSALNT0361964,HSALNT0361965",,NA,,Disease,obesity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genotyping,NA,NA,NA,NA,NA,NA,"This locus maps near key hypothalamic regulators of energy balance,may be associated with obesity.",20935630
BDNF-AS,BT2A;BT2B;BT2C;BT2D;NCRNA00049;BDNF-AS1;BDNFAS;BDNFOS,11p14.1,HSALNG0083301,"HSALNT0173292,HSALNT0173303,HSALNT0173304,HSALNT0173305,HSALNT0173306,HSALNT0173307,HSALNT0173308,HSALNT0173309,HSALNT0173311,HSALNT0173312,HSALNT0173313,HSALNT0173314,HSALNT0173315,HSALNT0173318,HSALNT0173319,HSALNT0173320,HSALNT0173321,HSALNT0173322,HSALNT0173323,HSALNT0173324,HSALNT0173335,HSALNT0173336,HSALNT0173339,HSALNT0173343,HSALNT0173344,HSALNT0173347,HSALNT0173348,HSALNT0173349,HSALNT0173351,HSALNT0173352,HSALNT0173353,HSALNT0173354,HSALNT0173355,HSALNT0173356,HSALNT0173357,HSALNT0173358,HSALNT0173360,HSALNT0173361,HSALNT0173362,HSALNT0173363,HSALNT0173364,HSALNT0173365,HSALNT0173367,HSALNT0173370,HSALNT0173377,HSALNT0173379,HSALNT0173397,HSALNT0173405,HSALNT0173406,HSALNT0173409,HSALNT0288893,HSALNT0361904,HSALNT0361905,HSALNT0361906,HSALNT0361907,HSALNT0361908,HSALNT0361909,HSALNT0361910,HSALNT0361911,HSALNT0361912,HSALNT0361913,HSALNT0361914,HSALNT0361915,HSALNT0361916,HSALNT0361917,HSALNT0361918,HSALNT0361919,HSALNT0361920,HSALNT0361921,HSALNT0361922,HSALNT0361923,HSALNT0361924,HSALNT0361925,HSALNT0361926,HSALNT0361927,HSALNT0361928,HSALNT0361929,HSALNT0361930,HSALNT0361931,HSALNT0361932,HSALNT0361933,HSALNT0361934,HSALNT0361935,HSALNT0361936,HSALNT0361937,HSALNT0361938,HSALNT0361939,HSALNT0361940,HSALNT0361941,HSALNT0361942,HSALNT0361943,HSALNT0361944,HSALNT0361945,HSALNT0361946,HSALNT0361947,HSALNT0361948,HSALNT0361949,HSALNT0361950,HSALNT0361951,HSALNT0361952,HSALNT0361953,HSALNT0361954,HSALNT0361955,HSALNT0361956,HSALNT0361957,HSALNT0361958,HSALNT0361959,HSALNT0361960,HSALNT0361961,HSALNT0361962,HSALNT0361963,HSALNT0361964,HSALNT0361965",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg15014679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
BTG3-AS1,ASBEL,21q21.1,HSALNG0132108,"HSALNT0271485,HSALNT0271486,HSALNT0271487,HSALNT0271491,HSALNT0271492,HSALNT0271493,HSALNT0271494,HSALNT0403198,HSALNT0403199,HSALNT0403200,HSALNT0403201,HSALNT0403202",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg14380517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
BVES-AS1,bA99L11.2;C6orf112,6q21,HSALNG0052361,"HSALNT0110806,HSALNT0110807,HSALNT0110808,HSALNT0110809,HSALNT0110810,HSALNT0110811,HSALNT0110812,HSALNT0110813,HSALNT0110814,HSALNT0110815,HSALNT0110816,HSALNT0110817,HSALNT0110818,HSALNT0110819,HSALNT0110820,HSALNT0110825,HSALNT0110827,HSALNT0110828,HSALNT0335925,HSALNT0335926,HSALNT0335927,HSALNT0335928,HSALNT0335929,HSALNT0335930,HSALNT0335931,HSALNT0335932,HSALNT0335933,HSALNT0335934,HSALNT0335935,HSALNT0335936,HSALNT0335937,HSALNT0335938,HSALNT0335939,HSALNT0335940,HSALNT0335941,HSALNT0335942,HSALNT0335943,HSALNT0335944,HSALNT0335945,HSALNT0335946,HSALNT0335947,HSALNT0335948,HSALNT0335949,HSALNT0335950,HSALNT0335951,HSALNT0335952,HSALNT0335953,HSALNT0335954,HSALNT0335955,HSALNT0335956,HSALNT0335957",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg04337854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
CARMN,CARMEN;MIR143HG,5q32,HSALNG0045753,"HSALNT0096060,HSALNT0096061,HSALNT0096062,HSALNT0096064,HSALNT0096065,HSALNT0096069,HSALNT0096070,HSALNT0096071,HSALNT0096075,HSALNT0096076,HSALNT0288904,HSALNT0330170,HSALNT0330171,HSALNT0330172,HSALNT0330173,HSALNT0330174,HSALNT0330175,HSALNT0330176,HSALNT0330177,HSALNT0330178,HSALNT0330179,HSALNT0330180,HSALNT0330181,HSALNT0330182,HSALNT0330183,HSALNT0330184,HSALNT0330185,HSALNT0330186,HSALNT0330187,HSALNT0330188,HSALNT0330189,HSALNT0330190,HSALNT0330191,HSALNT0330192,HSALNT0330193,HSALNT0330194,HSALNT0330195,HSALNT0330196,HSALNT0330197,HSALNT0330198,HSALNT0330199,HSALNT0330200,HSALNT0330201",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg02529358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
CASC15,lnc-SOX4-1;LINC00340,6p22.3,HSALNG0048533,"HSALNT0102398,HSALNT0102400,HSALNT0102402,HSALNT0102403,HSALNT0102404,HSALNT0102405,HSALNT0102407,HSALNT0102408,HSALNT0102409,HSALNT0102410,HSALNT0102411,HSALNT0102412,HSALNT0102413,HSALNT0102414,HSALNT0102415,HSALNT0102420,HSALNT0102424,HSALNT0102425,HSALNT0102426,HSALNT0102427,HSALNT0102428,HSALNT0102429,HSALNT0102430,HSALNT0102431,HSALNT0102432,HSALNT0102433,HSALNT0102434,HSALNT0102435,HSALNT0102436,HSALNT0102437,HSALNT0102438,HSALNT0102439,HSALNT0102441,HSALNT0102442,HSALNT0102444,HSALNT0102448,HSALNT0102449,HSALNT0102451,HSALNT0102455,HSALNT0102456,HSALNT0102461,HSALNT0102465,HSALNT0102466,HSALNT0102467,HSALNT0102468,HSALNT0102470,HSALNT0102471,HSALNT0102473,HSALNT0102481,HSALNT0102484,HSALNT0102485,HSALNT0102486,HSALNT0102487,HSALNT0102488,HSALNT0102489,HSALNT0102490,HSALNT0102491,HSALNT0102492,HSALNT0102499,HSALNT0102500,HSALNT0102503,HSALNT0102504,HSALNT0102505,HSALNT0102506,HSALNT0102507,HSALNT0288905,HSALNT0333025,HSALNT0333026,HSALNT0333027,HSALNT0333028,HSALNT0333029,HSALNT0333030,HSALNT0333031,HSALNT0333032,HSALNT0333033,HSALNT0333034,HSALNT0333035,HSALNT0333036,HSALNT0333037,HSALNT0333038,HSALNT0333039,HSALNT0333040,HSALNT0333041,HSALNT0333042,HSALNT0333043,HSALNT0333044,HSALNT0333045,HSALNT0333046,HSALNT0333047,HSALNT0333048,HSALNT0333049,HSALNT0333050,HSALNT0333051,HSALNT0333052,HSALNT0333053,HSALNT0333054,HSALNT0333055,HSALNT0333056,HSALNT0333057,HSALNT0333058,HSALNT0333059,HSALNT0333060,HSALNT0333061,HSALNT0333062,HSALNT0333063,HSALNT0333064,HSALNT0333065,HSALNT0333066,HSALNT0333067,HSALNT0333068,HSALNT0333069,HSALNT0333070,HSALNT0333071,HSALNT0333072,HSALNT0333073,HSALNT0333074,HSALNT0333075,HSALNT0333076,HSALNT0333077,HSALNT0333078,HSALNT0333079,HSALNT0333080,HSALNT0333081,HSALNT0333082,HSALNT0333083,HSALNT0333084,HSALNT0333085,HSALNT0333086,HSALNT0333087,HSALNT0333088,HSALNT0333089,HSALNT0333090,HSALNT0333091,HSALNT0333092,HSALNT0333093,HSALNT0333094,HSALNT0333095,HSALNT0333096,HSALNT0333097,HSALNT0333098,HSALNT0333099,HSALNT0333100,HSALNT0333101,HSALNT0333102,HSALNT0333103,HSALNT0333104,HSALNT0333105,HSALNT0333106,HSALNT0333107,HSALNT0333108,HSALNT0333109,HSALNT0333110,HSALNT0333111,HSALNT0333112,HSALNT0333113,HSALNT0333114,HSALNT0333115,HSALNT0333116,HSALNT0333117,HSALNT0333118,HSALNT0333119,HSALNT0333120,HSALNT0333121,HSALNT0333122,HSALNT0333123,HSALNT0333124,HSALNT0333125,HSALNT0333126,HSALNT0333127,HSALNT0333128,HSALNT0333129,HSALNT0333130,HSALNT0333131,HSALNT0333132,HSALNT0333133,HSALNT0333134,HSALNT0333135,HSALNT0333136,HSALNT0333137,HSALNT0333138,HSALNT0333139,HSALNT0333140,HSALNT0333141,HSALNT0333142,HSALNT0333143,HSALNT0333144,HSALNT0333145,HSALNT0333146,HSALNT0333147,HSALNT0333148,HSALNT0333149,HSALNT0333151,HSALNT0333152,HSALNT0333165,HSALNT0333166,HSALNT0333167,HSALNT0333168,HSALNT0333169,HSALNT0333170,HSALNT0333171,HSALNT0333172,HSALNT0333173,HSALNT0333177,HSALNT0333180,HSALNT0333181,HSALNT0333182,HSALNT0333183,HSALNT0333184,HSALNT0333185",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06105555;cg01639892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
CCDC26,MGC27434;RAM,8q24.21,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg16434510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
CISTR,CISTR-ACT;CISTRACT;re52431,12q13.13,HSALNG0091306,"HSALNT0189381,HSALNT0189382,HSALNT0189383,HSALNT0189384,HSALNT0189385,HSALNT0189387,HSALNT0189394,HSALNT0189397,HSALNT0189405,HSALNT0368365,HSALNT0368370,HSALNT0368371,HSALNT0368372,HSALNT0368373,HSALNT0368374",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06642275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
CLRN1-AS1,UCRP;CLRN1OS,3q25.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg11638320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29717273
COL1A2-AS1,TCONS_00013888;lncRNA8975-1,7q21.3,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06299997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
COL4A2-AS2,,13q34,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg25065689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
COLCA1,FLJ45803;CASC12;C11orf92,11q23.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg23591869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
COLCA1,FLJ45803;CASC12;C11orf92,11q23.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg10045354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
COX10-AS1,COX10AS;COX10-AS,17p12,HSALNG0114686,"HSALNT0237444,HSALNT0237446,HSALNT0237449,HSALNT0237450,HSALNT0237452,HSALNT0237453,HSALNT0237455,HSALNT0237461,HSALNT0237465,HSALNT0237480,HSALNT0237481,HSALNT0237482,HSALNT0237484,HSALNT0237485,HSALNT0388564,HSALNT0388565,HSALNT0388566,HSALNT0388567,HSALNT0388568,HSALNT0388569,HSALNT0388570,HSALNT0388571,HSALNT0388572,HSALNT0388573,HSALNT0388574,HSALNT0388575,HSALNT0388576,HSALNT0388577,HSALNT0388578,HSALNT0388580,HSALNT0388581,HSALNT0388582,HSALNT0388583,HSALNT0388584,HSALNT0388585,HSALNT0388586,HSALNT0388587,HSALNT0388588,HSALNT0388589,HSALNT0388590,HSALNT0388591,HSALNT0388592,HSALNT0388593,HSALNT0388594,HSALNT0388595,HSALNT0388596,HSALNT0388597,HSALNT0388601,HSALNT0388602,HSALNT0388603,HSALNT0388604,HSALNT0388605,HSALNT0388606,HSALNT0388607,HSALNT0388608",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg20170777;cg08898866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
CSNK1G2-AS1,MGC39696;C19orf34,19p13.3,HSALNG0141601,"HSALNT0289490,HSALNT0395618,HSALNT0395619",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg01980928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
CTBP1-DT,MGC21675;C4orf42;CTBP1-AS1;CTBP1-AS2,4p16.3,HSALNG0032263,"HSALNT0067941,HSALNT0067942,HSALNT0289432,HSALNT0317791,HSALNT0317792,HSALNT0317793,HSALNT0317794,HSALNT0317795,HSALNT0317796,HSALNT0317797,HSALNT0317798,HSALNT0317799,HSALNT0317800,HSALNT0317801,HSALNT0317802,HSALNT0317803,HSALNT0317804,HSALNT0317807,HSALNT0317808",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg26479374;cg08948841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DHRS4-AS1,PRO1488;AS1DHRS4;C14orf167,14q11.2,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg15540096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DIO3OS,NCRNA00041;DIO3-AS1;C14orf134,14q32.31,HSALNG0103838,"HSALNT0216163,HSALNT0216167,HSALNT0216168,HSALNT0216170,HSALNT0216171,HSALNT0216177,HSALNT0216178,HSALNT0216179,HSALNT0216181,HSALNT0379372,HSALNT0379373,HSALNT0379374,HSALNT0379375,HSALNT0379376,HSALNT0379377,HSALNT0379378,HSALNT0379379,HSALNT0379380,HSALNT0379381,HSALNT0379382,HSALNT0379383,HSALNT0379384,HSALNT0379385,HSALNT0379386,HSALNT0379387,HSALNT0379388",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg18961788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DIP2C-AS1,FLJ38681;C10orf108;PRR26,10p15.3,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg19765175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DIRC3,FLJ14199,2q35,HSALNG0022192,"HSALNT0047175,HSALNT0047176,HSALNT0308966,HSALNT0308967,HSALNT0308968,HSALNT0308969,HSALNT0308970,HSALNT0308971,HSALNT0308972,HSALNT0308973,HSALNT0308974,HSALNT0308975,HSALNT0308977,HSALNT0308978,HSALNT0308979,HSALNT0308980,HSALNT0308981,HSALNT0308982,HSALNT0308983",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg22039960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DLEU1,LEU1;XTP6;NCRNA00021;LINC00021;BCMS1;DLB1;BCMS,13q14.2-q14.3,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg15445281;cg13774342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
