symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
CASC15,lnc-SOX4-1;LINC00340,6p22.3,HSALNG0048533,"HSALNT0102398,HSALNT0102400,HSALNT0102402,HSALNT0102403,HSALNT0102404,HSALNT0102405,HSALNT0102407,HSALNT0102408,HSALNT0102409,HSALNT0102410,HSALNT0102411,HSALNT0102412,HSALNT0102413,HSALNT0102414,HSALNT0102415,HSALNT0102420,HSALNT0102424,HSALNT0102425,HSALNT0102426,HSALNT0102427,HSALNT0102428,HSALNT0102429,HSALNT0102430,HSALNT0102431,HSALNT0102432,HSALNT0102433,HSALNT0102434,HSALNT0102435,HSALNT0102436,HSALNT0102437,HSALNT0102438,HSALNT0102439,HSALNT0102441,HSALNT0102442,HSALNT0102444,HSALNT0102448,HSALNT0102449,HSALNT0102451,HSALNT0102455,HSALNT0102456,HSALNT0102461,HSALNT0102465,HSALNT0102466,HSALNT0102467,HSALNT0102468,HSALNT0102470,HSALNT0102471,HSALNT0102473,HSALNT0102481,HSALNT0102484,HSALNT0102485,HSALNT0102486,HSALNT0102487,HSALNT0102488,HSALNT0102489,HSALNT0102490,HSALNT0102491,HSALNT0102492,HSALNT0102499,HSALNT0102500,HSALNT0102503,HSALNT0102504,HSALNT0102505,HSALNT0102506,HSALNT0102507,HSALNT0288905,HSALNT0333025,HSALNT0333026,HSALNT0333027,HSALNT0333028,HSALNT0333029,HSALNT0333030,HSALNT0333031,HSALNT0333032,HSALNT0333033,HSALNT0333034,HSALNT0333035,HSALNT0333036,HSALNT0333037,HSALNT0333038,HSALNT0333039,HSALNT0333040,HSALNT0333041,HSALNT0333042,HSALNT0333043,HSALNT0333044,HSALNT0333045,HSALNT0333046,HSALNT0333047,HSALNT0333048,HSALNT0333049,HSALNT0333050,HSALNT0333051,HSALNT0333052,HSALNT0333053,HSALNT0333054,HSALNT0333055,HSALNT0333056,HSALNT0333057,HSALNT0333058,HSALNT0333059,HSALNT0333060,HSALNT0333061,HSALNT0333062,HSALNT0333063,HSALNT0333064,HSALNT0333065,HSALNT0333066,HSALNT0333067,HSALNT0333068,HSALNT0333069,HSALNT0333070,HSALNT0333071,HSALNT0333072,HSALNT0333073,HSALNT0333074,HSALNT0333075,HSALNT0333076,HSALNT0333077,HSALNT0333078,HSALNT0333079,HSALNT0333080,HSALNT0333081,HSALNT0333082,HSALNT0333083,HSALNT0333084,HSALNT0333085,HSALNT0333086,HSALNT0333087,HSALNT0333088,HSALNT0333089,HSALNT0333090,HSALNT0333091,HSALNT0333092,HSALNT0333093,HSALNT0333094,HSALNT0333095,HSALNT0333096,HSALNT0333097,HSALNT0333098,HSALNT0333099,HSALNT0333100,HSALNT0333101,HSALNT0333102,HSALNT0333103,HSALNT0333104,HSALNT0333105,HSALNT0333106,HSALNT0333107,HSALNT0333108,HSALNT0333109,HSALNT0333110,HSALNT0333111,HSALNT0333112,HSALNT0333113,HSALNT0333114,HSALNT0333115,HSALNT0333116,HSALNT0333117,HSALNT0333118,HSALNT0333119,HSALNT0333120,HSALNT0333121,HSALNT0333122,HSALNT0333123,HSALNT0333124,HSALNT0333125,HSALNT0333126,HSALNT0333127,HSALNT0333128,HSALNT0333129,HSALNT0333130,HSALNT0333131,HSALNT0333132,HSALNT0333133,HSALNT0333134,HSALNT0333135,HSALNT0333136,HSALNT0333137,HSALNT0333138,HSALNT0333139,HSALNT0333140,HSALNT0333141,HSALNT0333142,HSALNT0333143,HSALNT0333144,HSALNT0333145,HSALNT0333146,HSALNT0333147,HSALNT0333148,HSALNT0333149,HSALNT0333151,HSALNT0333152,HSALNT0333165,HSALNT0333166,HSALNT0333167,HSALNT0333168,HSALNT0333169,HSALNT0333170,HSALNT0333171,HSALNT0333172,HSALNT0333173,HSALNT0333177,HSALNT0333180,HSALNT0333181,HSALNT0333182,HSALNT0333183,HSALNT0333184,HSALNT0333185",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg16320888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25147922
CASC2,cancer susceptibility candidate 2,,,,,NA,,Disease,Rheumatoid arthritis,Serum;HFLSs,NA,NA,NA,NA,RNA,Down-regulated,NA,NA,NA,NA,miRNA,miR-18a-5p,RNA-RNA,Inhibit,Dual luciferase reporter assay,NA,Apoptosis;Inflammatory response,Nf-κb signaling pathway,NA,NA,NA,,35045800
CASC2,C10orf5,10q26.11,HSALNG0080948,"HSALNT0168743,HSALNT0168744,HSALNT0168748,HSALNT0168750,HSALNT0168752,HSALNT0168753,HSALNT0168755,HSALNT0168757,HSALNT0168758,HSALNT0168760,HSALNT0168761,HSALNT0168762,HSALNT0168770,HSALNT0168772,HSALNT0288907,HSALNT0360201,HSALNT0360202,HSALNT0360203,HSALNT0360204,HSALNT0360205,HSALNT0360206,HSALNT0360207,HSALNT0360208,HSALNT0360209,HSALNT0360210,HSALNT0360211",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg24902339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29743579
CCDC26,MGC27434;RAM,8q24.21,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg16675872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
CECR7,SAHL1,22q11.1,ENSG00000237438.7,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg07244980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29743579
DANCR,ANCR;AGU2;lncRNA-ANCR;KIAA0114;SNHG13,4q12,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg12810548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
DIO3OS,NCRNA00041;DIO3-AS1;C14orf134,14q32.31,HSALNG0103838,"HSALNT0216163,HSALNT0216167,HSALNT0216168,HSALNT0216170,HSALNT0216171,HSALNT0216177,HSALNT0216178,HSALNT0216179,HSALNT0216181,HSALNT0379372,HSALNT0379373,HSALNT0379374,HSALNT0379375,HSALNT0379376,HSALNT0379377,HSALNT0379378,HSALNT0379379,HSALNT0379380,HSALNT0379381,HSALNT0379382,HSALNT0379383,HSALNT0379384,HSALNT0379385,HSALNT0379386,HSALNT0379387,HSALNT0379388",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg07193553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
DLEU1,LEU1;XTP6;NCRNA00021;LINC00021;BCMS1;DLB1;BCMS,13q14.2-q14.3,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg05091135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
DRAIC,,15q23,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg18477949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
EMX2OS,NCRNA00045;EMX2-AS1,10q26.11,HSALNG0080912,"HSALNT0168642,HSALNT0168643,HSALNT0168644,HSALNT0168645,HSALNT0168654,HSALNT0168655,HSALNT0168656,HSALNT0168657,HSALNT0168659,HSALNT0288942,HSALNT0360165,HSALNT0360166,HSALNT0360167,HSALNT0360168,HSALNT0360169,HSALNT0360170,HSALNT0360171,HSALNT0360172,HSALNT0360173",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg05036106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
FAM167A-AS1,C8orf12,8p23.1,HSALNG0063438,"HSALNT0133074,HSALNT0133077,HSALNT0133079,HSALNT0345224,HSALNT0345225,HSALNT0345226",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg19747960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30176915
FBXL19-AS1,MGC125469;MGC125470;MGC125472;NCRNA00095,16p11.2,HSALNG0110794,"HSALNT0289473,HSALNT0385362,HSALNT0385363",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q-RCR,NA,NA,NA,NA,NA,NA,"Bioinformatics analysis predicted that mir-203 was potentially targeted by fbxl19-as1,which was confirmed by dual-luciferase reporter assay.Pearson's correlation analysis showed that mir-203 expression was negatively related to fbxl19-as1 in tumor tissues.Finally,mir-203 inhibition abrogated the effect of fbxl19-as1 knockdown on the proliferation and invasion of lovo cells.",28479250
FENDRR,lincFOXF1;onco-lncRNA-21;FOXF1-AS1,16q24.1,HSALNG0113304,"HSALNT0234868,HSALNT0234869,HSALNT0234870,HSALNT0234871,HSALNT0234872,HSALNT0234873,HSALNT0234874,HSALNT0234875,HSALNT0234876,HSALNT0234877,HSALNT0234878,HSALNT0234879,HSALNT0234880,HSALNT0234881,HSALNT0234882,HSALNT0234883,HSALNT0234884,HSALNT0234885,HSALNT0234886,HSALNT0234888,HSALNT0234889,HSALNT0234891,HSALNT0234895,HSALNT0234897,HSALNT0234899,HSALNT0234902,HSALNT0234903,HSALNT0234904,HSALNT0234905,HSALNT0234906,HSALNT0234908,HSALNT0234910,HSALNT0234914,HSALNT0234916,HSALNT0234917,HSALNT0234919,HSALNT0288974,HSALNT0387597,HSALNT0387598,HSALNT0387599,HSALNT0387600,HSALNT0387601,HSALNT0387602,HSALNT0387603,HSALNT0387604,HSALNT0387605,HSALNT0387606,HSALNT0387607,HSALNT0387608,HSALNT0387609,HSALNT0387610,HSALNT0387611,HSALNT0387612,HSALNT0387613,HSALNT0387614,HSALNT0387615,HSALNT0387616,HSALNT0387617,HSALNT0387618,HSALNT0387619,HSALNT0387620,HSALNT0387621",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg01684248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
FENDRR,lincFOXF1;onco-lncRNA-21;FOXF1-AS1,16q24.1,HSALNG0113304,"HSALNT0234868,HSALNT0234869,HSALNT0234870,HSALNT0234871,HSALNT0234872,HSALNT0234873,HSALNT0234874,HSALNT0234875,HSALNT0234876,HSALNT0234877,HSALNT0234878,HSALNT0234879,HSALNT0234880,HSALNT0234881,HSALNT0234882,HSALNT0234883,HSALNT0234884,HSALNT0234885,HSALNT0234886,HSALNT0234888,HSALNT0234889,HSALNT0234891,HSALNT0234895,HSALNT0234897,HSALNT0234899,HSALNT0234902,HSALNT0234903,HSALNT0234904,HSALNT0234905,HSALNT0234906,HSALNT0234908,HSALNT0234910,HSALNT0234914,HSALNT0234916,HSALNT0234917,HSALNT0234919,HSALNT0288974,HSALNT0387597,HSALNT0387598,HSALNT0387599,HSALNT0387600,HSALNT0387601,HSALNT0387602,HSALNT0387603,HSALNT0387604,HSALNT0387605,HSALNT0387606,HSALNT0387607,HSALNT0387608,HSALNT0387609,HSALNT0387610,HSALNT0387611,HSALNT0387612,HSALNT0387613,HSALNT0387614,HSALNT0387615,HSALNT0387616,HSALNT0387617,HSALNT0387618,HSALNT0387619,HSALNT0387620,HSALNT0387621",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg01684248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29743579
GAPLINC,TCONS_00026238;lncRNA-uc002kmd.1;RP11-838N2.4;LINC01540,18p11.31,HSALNG0119710,"HSALNT0247154,HSALNT0247155,HSALNT0247156,HSALNT0247157,HSALNT0247159,HSALNT0247160,HSALNT0247161,HSALNT0247162,HSALNT0247164,HSALNT0247167,HSALNT0247168,HSALNT0247169,HSALNT0247170,HSALNT0247171,HSALNT0247172,HSALNT0247175,HSALNT0392536,HSALNT0392537,HSALNT0392538,HSALNT0392539,HSALNT0392542,HSALNT0392543",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA;miRNA,miR-382-5p;miR-575,RNA-RNA;RNA-RNA,NA;NA,Rnahybrid;Miranda;Pita;RNAi;Q-RCR;Clip-seq,NA,Insensitivity to antigrowth signals;Migration;Invasion;Metastasis;Cancer proliferation,NA,ceRNA,NA,NA,"Further verification of this model demonstrated that silencing of gaplinc increased mir-382-5p and mir-575 expression.The results of this study suggest that gaplinc may function as a novel micrornas sponging agent affecting the biological characteristics of ra-flss.Gaplinc may also promote ra-fls tumor-like behaviors in a mir-382-5p-dependent and mir-575-dependent manner.Gaplinc suppression in ra-fls cells revealed significant alterations in cell proliferation,invasion,migration,and proinflammatory cytokines production.Long non-coding rna gaplinc promotes tumor-like biologic behaviors of fibroblast-like synoviocytes as microrna sponging in rheumatoid arthritis patients.Further verification of this model demonstrated that silencing of gaplinc increased mir-382-5p and mir-575 expression.The results of this study suggest that gaplinc may function as a novel micrornas sponging agent affecting the biological characteristics of ra-flss.Gaplinc may also promote ra-fls tumor-like behaviors in a mir-382-5p-dependent and mir-575-dependent manner.Gaplinc suppression in ra-fls cells revealed significant alterations in cell proliferation,invasion,migration,and proinflammatory cytokines production.",29692777
GDF5-AS1,GDF5OS,20q11.22,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg20226253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30176915
GNAS-AS1,SANG;NESP-AS;NESPAS;GNAS1AS;NCRNA00075;GNASAS;GNAS-AS,20q13.32,HSALNG0131285,"HSALNT0269782,HSALNT0269783,HSALNT0269785,HSALNT0269786,HSALNT0269787,HSALNT0269788,HSALNT0269789,HSALNT0269790,HSALNT0269791,HSALNT0269792,HSALNT0402088,HSALNT0402089,HSALNT0402090",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg00765653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
GPR1-AS,GPR1AS;GPR1-AS1,2q33.3,HSALNG0021792,"HSALNT0046244,HSALNT0046246,HSALNT0308452,HSALNT0308453",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg04952037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,rheumatoid arthritis,Synovial tissue,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,NA,NA,NA,NA,Ish;Ihc;Q-RCR,NA,NA,NA,NA,NA,NA,"Rt-pcr showed significantly higher h19 expression in st from patients with rheumatoid arthritis (ra) (p = 0.000) and osteoarthritis (oa) (p = 0.009) than in normal/joint trauma controls (n/jt),but comparable levels in reactive arthritis.Significant overexpression of h19 rna and its increased sensitivity o starvation/cytokine regulation in ra suggests a pathogenetic role of this oncofetal gene,possibly reflecting embryonal dedifferentiation of the adult st and/or ongoing inflammatory/oxidative stress.",12937131
HAGLR,Mdgt;MIR7704HG;HOXD-AS1,2q31.1,HSALNG0020594,"HSALNT0043539,HSALNT0043541,HSALNT0043543,HSALNT0043554,HSALNT0043555,HSALNT0043556,HSALNT0043557,HSALNT0043558,HSALNT0043559,HSALNT0043560,HSALNT0043561,HSALNT0043562,HSALNT0043563,HSALNT0043565,HSALNT0043567,HSALNT0043568,HSALNT0307320,HSALNT0307321,HSALNT0307322,HSALNT0307323,HSALNT0307324,HSALNT0307325,HSALNT0307326,HSALNT0307327,HSALNT0307328,HSALNT0307329,HSALNT0307330,HSALNT0307331,HSALNT0307332,HSALNT0307333,HSALNT0307334,HSALNT0307335,HSALNT0307336,HSALNT0307337,HSALNT0307338,HSALNT0307339,HSALNT0307340,HSALNT0307341,HSALNT0307342,HSALNT0307343,HSALNT0307344,HSALNT0307345,HSALNT0307346",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg08809260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
HCG11,bK14H9.3;FLJ14049;FLJ30357,6p22.2,HSALNG0048782,"HSALNT0102926,HSALNT0289523,HSALNT0333335,HSALNT0333336",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg02672854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
HCG17,NCRNA00046;LINC00046,6p22.1,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg11492288;cg11409139;cg24714100;cg09510269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
HCG18,FLJ31598;FLJ25550;Em:AB014087.1,6p22.1,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg11492288;cg11409139;cg24714100;cg09510269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
HCG21,AB023048.2;NCRNA00150,6p21,HSALNG0049215,"HSALNT0104144,HSALNT0104145,HSALNT0104146,HSALNT0104147,HSALNT0104148,HSALNT0104149,HSALNT0104150,HSALNT0104151,HSALNT0104152,HSALNT0104153,HSALNT0333673,HSALNT0333674",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg01492061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
HCG25,dJ1033B10.16,6p21.32,HSALNG0049506,"HSALNT0105114,HSALNT0105124,HSALNT0105128,HSALNT0105140,HSALNT0105141,HSALNT0105149,HSALNT0105150,HSALNT0333796,HSALNT0333797,HSALNT0333798,HSALNT0333799,HSALNT0333800,HSALNT0333801,HSALNT0333802,HSALNT0333803,HSALNT0333804,HSALNT0333805,HSALNT0333806",,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg00479451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
HCG4B,HCGIV-6;HCGIV.5;HCGIV-06;bCX67J3.3;Em:AB023056.16;bPG309N1.1;bQB90C11.3;HCG4P6,6p22.1,ENSG00000227262.3,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg15411272;cg23681866;cg24838316;cg26121931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25147922
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg23826579;cg27610521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26556652
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,rheumatoid arthritis,NA,NA,NA,DNA methylation,cg01290934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27585642
