symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
"AFAP1-AS1","MGC10981;AFAP1AS;AFAP1-AS","4p16.1","HSALNG0032699","HSALNT0068738,HSALNT0068740,HSALNT0318106,HSALNT0318107","","NA","","Disease","prostate cancer","Prostate cancer;P69;Lncap;Du145;Pc3","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","NA","RBM5","NA","Promote","QRT-PCR;Wetern blotting assay;In vitro knockdown","NA","Invasion;Cell growth;Migration;Cancer proliferation","NA","NA","metastasis","NA","The expression level of afap1-as1 was significantly higher in prostate cancer samples than that in corresponding ones.Additionally,the cell proliferation,migration,and invasion capacities were inhibited after afap1-as1 was knocked down in prostate cancer cells.Moreover,the mrna and protein expressions of rbm5 were upregulated after afap1-as1 was knocked down.Furthermore,the rbm5 expression level was negatively related to afap1-as1 expression level in prostate cancer samples.Afap1-as1 acts as an oncogene in prostate cancer by enhancing cell metastasis and proliferation via suppressing rbm5.Knockdown of afap1-as1 inhibited cell migration and invasion in prostate cancer cells.","31081081"
"AGAP2-AS1","LOC100130776;PUNISHER","12q14.1","HSALNG0091650","HSALNT0190028,HSALNT0289464,HSALNT0368549,HSALNT0368550,HSALNT0368551,HSALNT0368552","","NA","","Disease","colorectal cancer","Sw480;Hct8;Ht29;Colorectal cancer tissue;Rko;Dld1;Caco2","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","miRNA","miR-497","RNA-RNA","Promote","QRT-PCR;Rip;Wetern blotting assay;Luciferase reporter assay;Q-RCR","NA","Invasion;Apoptosis;Migration;Cancer proliferation","NA","NA","metastasis;drug","gemcitabine","Agap2-as1 promoted crc cell proliferation and inhibited apoptosis.The expression of agap2-as1 was overexpressed in crc tissues and negatively correlated with the survival of patients with crc.Agap2-as1 promoted crc cell proliferation and inhibited apoptosis.Moreover,agap2-as1 enhanced the chemoresistance of crc cells to gemcitabine.In addition,agap2-as1 enhanced the migration and invasion of crc cells.Mechanistic studies showed that agap2-as1 regulated fibroblast growth factor receptor 1 (fgfr1) expression by sponging mir-497 in crc progression.","32202509"
"AGAP2-AS1","LOC100130776;PUNISHER","12q14.1","HSALNG0091650","HSALNT0190028,HSALNT0289464,HSALNT0368549,HSALNT0368550,HSALNT0368551,HSALNT0368552","","NA","","Disease","gastric cancer","Bgc823;Gastric cancer tissue;Mgc803;Stomach;Sgcsgc 7901;Mkn45;Ags","NA","NA","NA","NA","RNA","Up-regulated","TF","SP1","Protein-DNA","Promote","NA;NA;NA;PCG;PCG;PCG;PCG;NA","E-cadherin;P21;LSD1;CDKN1A;CDH1;EZH2;KDM1A;NA","NA;NA;NA;NA;NA;RNA-Protein;RNA-Protein;NA","NA;NA;NA;inhibit;inhibit;NA;NA;NA","Cell proliferation assay;Cell migration and invasion assay;Rip;Wetern blotting assay;Luciferase reporter assay;Chip;Microarray;RNAi;Q-RCR;Rna pull-down assay","NA","Invasion;Angiogenesis;Apoptosis;Cancer proliferation","NA","Epigenetic regulation;Transcriptional regulation","NA","NA","Taken together, these findings imply that AGAP2-AS1 upregulated by SP1 plays an important role in GC development and progression by suppressing P21 and E-cadherin, which suggests that AGAP2-AS1 is a potential diagnostic marker and therapeutic target for GC patients.","28209205"
"AGAP2-AS1","LOC100130776;PUNISHER","12q14.1","HSALNG0091650","HSALNT0190028,HSALNT0289464,HSALNT0368549,HSALNT0368550,HSALNT0368551,HSALNT0368552","","NA","","Disease","hepatocellular cancer","Paired adjacent normal tissue;Patients tissue;Mhcc97h;Hep3b;Huh7;Lm3;Lo2","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","NA","ANXA11","NA","Promote","QRT-PCR;Rip;Wetern blotting assay;Luciferase reporter assay;Q-RCR;In vitro knockdown","NA","Cell growth;Migration;Epithelial-mesenchymal transition;Invasion;Apoptosis;Cancer proliferation","NA","NA","metastasis","NA","Gain- and loss-of-function experiments indicated that agap2-as1 promoted cell proliferation,migration,invasion,emt progression and inhibited apoptosis of hcc cells in vitro and in vivo.The promoting effects of hypoxia on metastasis and emt of hcc cells were reversed by agap2-as1 knockdown.Agap2-as1 expression was up-regulated in hcc tissues and cell lines,especially in metastatic and recurrent cases.Agap2-as1 promoted cell proliferation,migration,invasion,emt progression and inhibited apoptosis of hcc cells in vitro and in vivo.Agap2-as1 could function as a competing endogenous rna (cerna) by sponging mir-16-5p in hcc cells.Agap2-as1 and mir-16-5p expression were markedly correlated with adverse clinical features and poor prognosis of hcc patients.We showed that hypoxia was responsible for the overexpression of agap2-as1 in hcc.And the promoting effects of hypoxia on metastasis and emt of hcc cells were reversed by agap2-as1 knockdown.","31088485"
"APTR","RSBN1L-AS1","7q11.23","HSALNG0059132","HSALNT0124672,HSALNT0124674,HSALNT0124676,HSALNT0124682,HSALNT0124683,HSALNT0124684,HSALNT0124685,HSALNT0124687,HSALNT0124688,HSALNT0124690,HSALNT0124691,HSALNT0289443,HSALNT0341644,HSALNT0341645,HSALNT0341646,HSALNT0341647,HSALNT0341648,HSALNT0341649,HSALNT0341663,HSALNT0341664,HSALNT0341665,HSALNT0341666,HSALNT0341667,HSALNT0341668,HSALNT0341669,HSALNT0341670,HSALNT0341671,HSALNT0341672,HSALNT0341673,HSALNT0341674,HSALNT0341675,HSALNT0341676,HSALNT0341677,HSALNT0341678,HSALNT0341679,HSALNT0341680,HSALNT0341681,HSALNT0341682,HSALNT0341683,HSALNT0341684","","NA","","Disease","glioblastoma","Primary glioblastoma tissue;A172;Hct116","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","PCG;PCG;PCG","CDKN1A;EZH2;SUZ12","NA;RNA-Protein;RNA-Protein","inhibit;NA;NA","QRT-PCR;Northern blot;Rip;Luciferase reporter assay;Immunoprecipitation;Chip;Luciferase reporter gene assay;RNAi;Q-RCR;Rna pull-down assay","NA","Cancer proliferation;Insensitivity to antigrowth signals","NA","Epigenetic regulation","NA","NA","A new lncRNA,aptr,associates with and represses the cdkn1a/p21 promoter by recruiting polycomb proteins.Weperformed an sirna screen of human lncRNAs required for cell proliferation,and identified a novel lncRNA,aptr,that acts in trans to repress the cdkn1a/p21 promoter independent of p53 to promote cell proliferation.A different module of aptr associates with and recruits the polycomb repressive complex 2 (prc2) to epigenetically repress the p21 promoter.A decrease in aptr is necessary for the induction of p21 after heat stress and dna damage by doxorubicin,and the levels of aptr and p21 are anti-correlated in human glioblastomas.Our data identify a new regulator of the cell-cycle inhibitor cdkn1a/p21 that acts as a proliferative factor in cancer cell lines and in glioblastomas and demonstrate that alu elements present in lncRNAs can contribute to targeting regulatory lncRNAs to promoters.A new lncRNA,aptr,associates with and represses the cdkn1a/p21 promoter by recruiting polycomb proteins.Aptr is present in immunoprecipitates of ezh2 or suz12,but not of orc2 (negative control protein).An unrelated rna,gapdh mrna was also not precipitated with ezh2 or suz12.We identified a novel lncRNA,aptr,that acts in trans to repress the cdkn1a/p21 promoter independent of p53 to promote cell proliferation.We identified a novel lncRNA,aptr,that acts in trans to repress the cdkn1a/p21 promoter independent of p53 to promote cell proliferation.","24748121"
"ASB16-AS1","DKFZp762C2414;C17orf65","17q21.31","HSALNG0116707","HSALNT0241124,HSALNT0241126,HSALNT0241127,HSALNT0241128,HSALNT0241130,HSALNT0241131,HSALNT0241133,HSALNT0241134,HSALNT0241135,HSALNT0241136,HSALNT0241138,HSALNT0389995,HSALNT0389996,HSALNT0389997,HSALNT0389998,HSALNT0389999,HSALNT0390000,HSALNT0390001,HSALNT0390002,HSALNT0390003,HSALNT0390004,HSALNT0390005,HSALNT0390006,HSALNT0390007,HSALNT0390008","","NA","","Disease","glioma","Glioma tissue;U251;U87","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","NA","NA","NA","NA","QRT-PCR;Q-RCR;Wetern blotting assay","NA","Cell growth;Migration;Epithelial-mesenchymal transition;Invasion;Apoptosis;Cancer proliferation","NA","NA","NA","NA","Asb16-as1 expression levels are significantly upregulated in human glioma tissues and correlate with who grade.The proliferation,invasion,and migration abilities of the cells were signifcantly suppressed upon knocking down asb16-as1 in u87gs and u251gs cells.","30949502"
"BACE1-AS","FJ573250;NCRNA00177;BACE1-AS1;BACE1AS","11q23.3","HSALNG0087449","HSALNT0181744,HSALNT0181745,HSALNT0181747,HSALNT0181748,HSALNT0181749,HSALNT0288891,HSALNT0365090,HSALNT0365091","","NA","","Disease","ovarian cancer","Ovarian cancer stem cell","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","PCG","BACE1","NA","Promote","Northern blot;Wetern blotting assay;Mtt assay;RNAi;Q-RCR","NA","Insensitivity to antigrowth signals;Chemosensitivity;Invasion;Metastasis;Cancer proliferation","NA","NA","drug","anisomycin","Long non-coding rna bace1-as is a novel target for anisomycin-mediated suppression of ovarian cancer stem cell proliferation and invasion.The mrna expression levels of long non-coding rna (lncRNA) beta-site app cleaving enzyme 1 antisense strand (bace1-as) were significantly increased in anisomycin-treated ocscs compared to controls.Finally,when expression of lncRNA bace1-as was silenced using sirna,bace1 expression was downregulated and the antiproliferative and anti-invasive effects of anisomycin were reduced.The mrna expression levels of bace1-as were significantly increased in anisomycin-treated ocscs compared to controls.In addition,mrna and protein levels of bace1 and ab1-42 were increased in anisomycin-treated ocscs compared to controls.We confirmed that anisomycin suppressed the growth of xenograft tumors formed by ocscs in vivo.Finally,when expression of lncRNA bace1-as was silenced using sirna,bace1 expression was downregulated and the antiproliferative and anti-invasive effects of anisomycin were reduced.Elevation of lncRNA bace1-as expression is a potential mechanism for suppressing human ocsc proliferation and invasion.","26783004"
"BANCR","LINC00586","9q21.11-q21.12","HSALNG0071734","HSALNT0149906,HSALNT0149907,HSALNT0149908,HSALNT0149909,HSALNT0149910,HSALNT0289455,HSALNT0352633,HSALNT0352634,HSALNT0352635,HSALNT0352636,HSALNT0352637,HSALNT0352638,HSALNT0352639","","NA","","Disease","colorectal cancer","Sw480;Hct116;Rqo;Colon;Ht29;Colorectal cancer tissue","NA","NA","NA","NA","RNA","Down-regulated","NA","NA","NA","Inhibit","NA;PCG","p21;CDKN1A","NA;RNA-RNA","NA;promote","QRT-PCR;Q-RCR;Wetern blotting assay;RNAi","NA","Autophagy;Cancer proliferation;Apoptosis;Insensitivity to antigrowth signals","NA","NA","NA","NA","In this study,weshow that bancr expression was significantly down-regulated in colorectal cancer tissues compared with normal tissues,and overexpression of bancr suppressed colorectal cancer cell growth in vitro and in vivo.Down_regulation of bancr contributes to theproliferation of colorectal cancer cells,at least in part,through the regulation of p21 protein.In this study,weshow that bancr expression was significantly down-regulated in colorectal cancer tissues compared with normal tissues,and overexpression of bancr suppressed colorectal cancer cell growth in vitro and in vivo.We also determined that pcdna-bancr-mediated colorectal cancer cell proliferation was associated with induction of g0/g1 cell-cycle arrest and apoptosis enhancement through regulation of p21 (cdkn1a),and its effects were most likely posttranscriptional.In this study,weshow that bancr expression was significantly down-regulated in colorectal cancer tissues compared with normal tissues,and overexpression of bancr suppressed colorectal cancer cell growth in vitro and in vivo.Down_regulation of bancr contributes to theproliferation of colorectal cancer cells,at least in part,through the regulation of p21 protein.Downregulated long noncoding rna bancr promotes the proliferation of colorectal cancer cells via downregualtion of p21 expression.Weshow that bancr expression was significantly down-regulated in colorectal cancer tissues compared with normal tissues.We also determined that pcdna-bancr-mediated colorectal cancer cell proliferation was associated with induction of g0/g1 cell-cycle arrest and apoptosis enhancement through regulation of p21,and its effects were most likely posttranscriptional.","25928067"
"BANCR","LINC00586","9q21.11-q21.12","HSALNG0071734","HSALNT0149906,HSALNT0149907,HSALNT0149908,HSALNT0149909,HSALNT0149910,HSALNT0289455,HSALNT0352633,HSALNT0352634,HSALNT0352635,HSALNT0352636,HSALNT0352637,HSALNT0352638,HSALNT0352639","","NA","","Disease","endometrial cancer","Hec1a;Ishikawa;Endometrial carcinoma tissue","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","PCG;PCG","MMP2;MMP1","NA;NA","promote;promote","RNAi;Cell proliferation assay;Q-RCR;Wetern blotting assay","NA","Invasion;Cancer proliferation;Apoptosis;Insensitivity to antigrowth signals","NA","NA","NA","NA","Long non-coding rna bancr promotes endometrial cancer cell proliferation and invasion by regulating mmp2 and mmp1 via erk/mapk signaling pathway.Qrt-pcr revealed that the expression of lncRNA bancr was higher in type 1 ec (p<0.01).Knockdown of bancr significantly suppressed proliferation,migration,and invasion of ishikawa and hec-1a cells,and significantly inhibited the erk/mapk signaling pathway that decreased mmp2 and mmp1 expression.Bancr is highly expressed in type 1 ec tissue and promotes ec-cell proliferation,migration,and invasion by activating erk/mapk signaling pathway that regulates mmp2/mmp1 expression.Bancr is expected to become a prognostic marker and therapeutic target in type 1 ec.Long non-coding rna bancr promotes endometrial cancer cell proliferation and invasion by regulating mmp2 and mmp1 via erk/mapk signaling pathway.Knockdown of bancr significantly suppressed proliferation,migration,and invasion of ishikawa and hec-1a cells,and significantly inhibited the erk/mapk signaling pathway that decreased mmp2 and mmp1 expression.Qrt-pcr revealed that the expression of lncRNA bancr was higher in type 1 ec.Bancr expression was significantly correlated with figo stage,pathological grade,myometrial invasion,and lymph node metastasis.The expression of bancr was significantly correlated with that of mmp2/mmp1.In vitro,knockdown of bancr significantly suppressed proliferation,migration,and invasion of ishikawa and hec-1a cells,and significantly inhibited the erk/mapk signaling pathway that decreased mmp2 and mmp1 expression.","27898420"
"BANCR","LINC00586","9q21.11-q21.12","HSALNG0071734","HSALNT0149906,HSALNT0149907,HSALNT0149908,HSALNT0149909,HSALNT0149910,HSALNT0289455,HSALNT0352633,HSALNT0352634,HSALNT0352635,HSALNT0352636,HSALNT0352637,HSALNT0352638,HSALNT0352639","","NA","","Disease","lung cancer","H1688;Lung cancer tissue","NA","NA","NA","NA","RNA","Down-regulated","NA","NA","NA","NA","PCG;PCG","MAPK14;MAPK8","NA;NA","inhibit;inhibit","QRT-PCR;Q-RCR;Wetern blotting assay;RNAi","NA","Insensitivity to antigrowth signals;Migration;Invasion;Metastasis;Cancer proliferation","NA","NA","NA","NA","Long non-coding rna bancr promotes proliferation and migration of lung carcinoma via mapk pathways.The results showed that bancr levels were downregulated in lc cells.We further found that mapk pathways were involved in the bancr-mediated cell proliferation and migration of lc.Moreover,bancr was found to regulate lc proliferation and migration via not erk mapk,but p38 mapk and jnk inactivations.The results showed that bancr levels were downregulated in lc cells.When bancr expression was improved by tranfetcion with pcdna-bancr vetcor,tumor growth was suppressed.Vise versa,when bancr was knockdown by si-bancr,cell proliferation and migration of lc were remarkably promoted.We further found that mapk pathways were involved in the bancr-mediated cell proliferation and migration of lc.The results showed that bancr levels were downregulated in lc cells.When bancr expression was improved by tranfetcion with pcdna-bancr vetcor,tumor growth was suppressed.Vise versa,when bancr was knockdown by si-bancr,cell proliferation and migration of lc were remarkably promoted.We further found that mapk pathways were involved in the bancr-mediated cell proliferation and migration of lc.","25661343"
"BANCR","LINC00586","9q21.11-q21.12","HSALNG0071734","HSALNT0149906,HSALNT0149907,HSALNT0149908,HSALNT0149909,HSALNT0149910,HSALNT0289455,HSALNT0352633,HSALNT0352634,HSALNT0352635,HSALNT0352636,HSALNT0352637,HSALNT0352638,HSALNT0352639","","NA","","Disease","papillary thyroid cancer","Ihh4;Pthyroid cancer tissue","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","PCG;PCG;PCG","CCND1;TSHR;EZH2","RNA-Protein;RNA-Protein;RNA-Protein","promote;inhibit;NA","Rip;Flow cytometry assay;Chip;RNAi;Q-RCR","NA","Cancer proliferation;Apoptosis;Insensitivity to antigrowth signals","NA","Epigenetic regulation","metastasis","NA","The expression of bancr was significantly up-regulated while ptcsc3 and nama were significantly down-regulated in papillary thyroid carcinoma (ptc) compared to that in normal tissue.Bancr-knockdown in a ptc-derived cell line (ihh-4) resulted in significant suppression of thyroid stimulating hormone receptor (tshr).Bancr-knockdown also led to inhibition of cell growth and cell cycle arrest at g0/g1 phase through down-regulation of cyclin d1.In addition,bancr was enriched by polycomb enhancer of zeste homolog 2 (ezh2),and silencing bancr led to decreased chromatin recruitment of ezh2,which resulted significantly reduced expression of tshr.","26323637"
"BANCR","LINC00586","9q21.11-q21.12","HSALNG0071734","","","NA","","Disease","Cervical Cancer","HeLa","NA","NA","NA","NA","RNA","Up-regulated","NA","NA","NA","NA","miRNA","miR-582-5p","RNA-RNA","Inhibit","NA","NA","Apoptosis;Cancer proliferation","NA","NA","NA","NA","","35253437"
